id	name	age	country	hometown	height	arm_span	gender
1432	Eliška Hobzová	18.0	CZE	Brno			-1
1433	Lukas Dolecek	18.0	CZE	Lanskroun			1
1434	Jachym Cink	18.0	CZE	Brno			0
1435	Tomáš Lukášek	21.0	CZE	Liberec 10			1
1436	Jan Vopat	18.0	CZE	Usti nad Labem			1
1437	Marek Jeliga	18.0	CZE	Praha 5	171.0		1
1438	Michaela Smetanova	19.0	CZE	Brno	165.0		-1
1439	Eliska Bulenova	19.0	CZE	Hostivice			0
1440	Alexandra Gendova	49.0	CZE	Ostravice			-1
1441	Nikola Kralikova	18.0	CZE	Zlín			1
1442	Lucie Petrova	22.0	CZE	Brno- Lesná			-1
1443	Tomas Duchon	30.0	CZE	Třešť			1
1444	Ondrej Slezak	18.0	CZE	Rožnov pod Radhoštěm			1
1445	Ondřej Hašek	21.0	CZE	Liberec			1
1446	Anna Sebestikova	22.0	CZE	Ceske Budejovice			-1
1447	Tereza Siruckova	18.0	CZE	Brno			-1
1448	Alexandra Frankova	23.0	CZE	Prague			-1
1449	Stepan Potucek	21.0	CZE	Zlin			1
1450	Anna Deuserova	20.0	CZE	Vyškov			-1
1451	Tomas Sycha	45.0	CZE	Zlin			1
1452	Cenek Babaca	19.0	CZE	Hranice			0
1453	Marketa Janosova	17.0	CZE	Terlicko	159.0		0
1454	Simona Prokesova	19.0	CZE	Brno			-1
1455	Lenka Touzinova	18.0	CZE	Brno			-1
1456	Katerina Stranik	32.0	CZE	Chocen			-1
1457	Denisa Mercova	22.0	CZE	Brno			-1
1458	Martin Mikulec	19.0	CZE	Uherske Hradiste			1
1459	Jan Macharacek	22.0	CZE	Zlín			1
1461	Nikol Chovanova	34.0	CZE	Prague			-1
1462	Patrik Chovan	36.0	CZE	Prague 5			1
1463	Martin Vanko	34.0	CZE	Tabor			1
1464	Andrei Krivonos	48.0	UKR	Khakov 100, Ukrain			1
1465	Alexandr Paukaev		UKR				1
1466	Andrey Vedenmeer	50.0	UKR	Yalta			1
1467	Serik Kazbekov	52.0	UKR	Dnepropetrovsk			1
1468	Olena Ryepko	46.0	UKR	Kharkov			-1
1469	Nataliya Perlova	46.0	UKR	Dnipro			-1
1470	Maksym Styenkovyy	39.0	UKR	Nikopol			1
1471	Oleksandr Salimov	38.0	UKR	Kharkov			1
1472	Sergii Topishko	33.0	UKR	Kiev			1
1473	Oleksandr Zilinskiy	43.0	UKR	Kiev			1
1474	Svitlana Tuzhylina	40.0	UKR	Makeevka			-1
1475	Oleg Pokusaiev	31.0	UKR	Donetsk			1
1476	Valeriy Kryukov	35.0	UKR	Dnepropetrovsk			1
1477	Olexiy Zaychenko	33.0	UKR	Dnepropetrovsk			1
1478	Igor Tyapkin	35.0	UKR	Ukrainka Kiev region			1
1479	Sergii Karpin	43.0	UKR	Zaporogie			1
1480	Danyil Boldyrev	29.0	UKR	Donetsk			0
1481	Anton Mardashov	31.0	UKR	Nikopol			1
1482	Nastasiya Uvarova	41.0	UKR	Kharkiv			0
1483	Yaroslav Gontaryk	28.0	UKR	Nikopol			1
1484	Anastasiya Zaichenko	29.0	UKR	Dnepropetrovsk			-1
1485	Volodymyr Zinchenko	28.0	UKR	Dnepropetrovsk			1
1486	Ievgeniia Kazbekova	25.0	UKR	Dnepropetrovsk	164.0		0
1487	Anastasia Shymkova	25.0	UKR	Odessa			-1
1488	Margaryta Zakharova	26.0	UKR	Kharkov			-1
1489	Fedir Samoilov	24.0	UKR	Kiev	253.0	2.0	1
1490	Oleksandra Volkova	23.0	UKR	Odessa			-1
1491	Yana Lugovenko	25.0	UKR	Nikopol			-1
1492	Kostiantyn Pavlenko	23.0	UKR	Odessa	182.0		1
1493	Alla Marenych	33.0	UKR	Kharkov			-1
1494	Daria Brylova	24.0	UKR	Dnepropetrovsk			-1
1495	Dmytro Lysenko	22.0	UKR	Dnepropetrovsk			1
1496	Roman Batsenko	27.0	UKR	Kyiv	179.0		1
1497	Oleksandr Pavlenko	25.0	UKR	Odessa			1
1498	Mykyta Lukianov	24.0	UKR	Odessa			1
1499	Kostiantyn Dmitriiev	24.0	UKR	Odessa			1
1500	Liubov Zimova	69.0	UKR	Odessa			-1
1501	Artur Pechii	52.0	UKR	Ukrainka Kiev region			1
1502	Mykhayil Tkachuk	22.0	UKR	Ukrainka			0
1503	Anastasiia Salabash	20.0	UKR	Odessa			-1
1504	Oleksandra Kaplina	20.0	UKR	Donetsk			-1
1505	Oleksii Krynetskyi	21.0	UKR	Odessa			1
1506	Alisa Lupynska	20.0	UKR	Nikopol			-1
1507	Kateryna Kolmatsui	20.0	UKR	Nikopol			-1
1508	Artem Hlushko	20.0	UKR	Dnepropetrovsk			1
1509	Yegor Shapovalov	20.0	UKR	Kirovograd			1
1510	Anton Borozenets	22.0	UKR	Dnepropetrovsk			1
1511	Yaroslav Tkach	20.0	UKR	Kremenchuk	182.0		1
1512	Mykhailo Tkachov	20.0	UKR	Dnepropetrovsk			1
1513	Leonid Osadchyi	20.0	UKR	Kharkov			1
1514	Anastasiia Fisenko	21.0	UKR	Dnepropetrovsk			-1
1515	Pavlo Bozhko	22.0	UKR	Chernivtsi			1
1516	Artem Maniakin	20.0	UKR	Kharkov			1
1517	Tetiana Kolkotina	29.0	UKR	Ukrainka Kiev region	165.0		-1
1518	Ihor Tiapkin	35.0	UKR	Kremenchug			1
1519	Anton Kukhar	36.0	UKR	Kiev			1
1520	Kyrylo Shchupii	21.0	UKR	Nikopol			1
1521	Mykola Byelov	20.0	UKR	Ukrainka Kiev region			1
1522	Yevhen Tkachenko	33.0	UKR	Ukrainka Kiev region			0
1523	Ivan Filipiuk	21.0	UKR	Ukrainka Kiev region			1
1524	Oleksandr Labets	21.0	UKR	Dnipro			1
1525	Mykola Silevych	32.0	UKR	Kharkiv			1
1526	Nika Potapova	19.0	UKR	Ukrainka Kiev region	154.0		-1
1527	Kseniia Melnykova	31.0	UKR	Khakkiv			0
1528	Anna Bannik	20.0	UKR	Kharkiv			-1
1529	Yelyzaveta Zholobko	18.0	UKR	Odesa			0
1530	Daniella Popova	19.0	UKR	Kharkiv			-1
1531	Sofia  Terentieva	18.0	UKR	Nikopol			-1
1532	Sofiia  Hladka	18.0	UKR	Odesa	174.0		0
1533	Hlib Sukhovoi	19.0	UKR	Kharkiv			0
1534	Bohdan Botnar	20.0	UKR	Kharkiv			1
1535	Anastasiia Tishchenko	19.0	UKR	Kiev			-1
1536	Yelyzaveta Lavrykova	21.0	UKR	Kharkiv			0
1537	Tetiana Zaiets	21.0	UKR	Kharkiv			-1
1538	Nil Plokhov	21.0	UKR	Kirovograd			-1
1539	Maksym Yakovlev	18.0	UKR	Odesa			1
1540	Fedir Razinkov	20.0	UKR	Odesa			1
1541	Mykhailo Drachenko	18.0	UKR	Odesa			1
1542	Illia Maniakin	18.0	UKR	Kharkiv	183.0		0
1543	Yevheniia Cherniavska	35.0	UKR	Kirivigrad			0
1544	Artem Paukaiev	26.0	UKR	Kiev			1
1545	Kateryna Shevchenko	17.0	UKR	Kharkiv			-1
1546	Valentyna Marenych	61.0	UKR	Kharkiv			-1
1547	Hryhorii Ilchyshyn	17.0	UKR	Odesa			0
1548	Yevgen Zolotarev	18.0	UKR	Odesa			1
1549	Olha Sokolova	19.0	UKR	Dnipro			-1
1550	Kateryna Pedko	17.0	UKR	Netishin			-1
1551	Ihor Robota	26.0	UKR	Dnipro			1
1552	Maksym Nimerovskyi	23.0	UKR	Kropivnitzkyi			1
1553	Danylo Nazarenko	23.0	UKR	Kropivnitzkyi			1
1554	Viktor Remniev	53.0	UKR	Odesa			1
1555	Arina Opashko	18.0	UKR	Kharkiv			-1
1556	Jim Sandford		CAN				1
1557	Stacey Weldon	36.0	CAN	Calgary			-1
1558	Jason Holowach	36.0	CAN	Saskatoon			1
1559	Sean McColl	34.0	CAN	Maple Ridge	169.0	175.0	1
1560	Jj Mah	33.0	CAN	Vancouver			0
1561	Jelisa Dunbar	32.0	CAN	Calgary			0
1562	Celeste Wall	31.0	CAN	Canmore			-1
1563	Matt Johnson	34.0	CAN	north vancouver			1
1564	Eric Sethna	30.0	CAN	Toronto ON			1
1565	Alannah Yip	28.0	CAN	Vancouver	164.0		-1
1566	Christy Spurrell	28.0	CAN	Maple Ridge			-1
1567	Ayodele Sopeju	40.0	CAN	Toronto, Ontario			0
1568	Elise Sethna	28.0	CAN	Banff, AB			-1
1569	Alison Stewart-Patterson	28.0	CAN	Victoria, BC			-1
1570	Jaylene Pratt	30.0	CAN	Maple Ridge			-1
1571	Sebastien Lazure	31.0	CAN	Montreal			1
1572	Andre Difelice	30.0	CAN	St. Catherines			1
1573	Marc Eveleigh	27.0	CAN	Calgary, AB			1
1574	Robert Stewart-Patterson	26.0	CAN	Central Saanich, BC			1
1575	Pia Graham	25.0	CAN	Toronto, ON			-1
1576	Elan JonasMcRae	27.0	CAN	Nanaimo, BC			1
1577	Rebecca Frangos	24.0	CAN	Vancouver			-1
1578	Alyssa Weber	26.0	CAN	Calgary, AB			-1
1579	Allison Vest	26.0	CAN	Canmore	171.0		-1
1580	Tristen Gosselin	25.0	CAN	Brentwood Bay, BC			1
1581	Matthew Wellington	26.0	CAN	Vancouver			1
1582	Remington Irwin	22.0	CAN	Edmonton, AB			1
1583	Alex Fricker	22.0	CAN	Canmore, AB			1
1584	Christopher Neve	50.0	CAN	Banff			1
1585	Ron Gosselin	65.0	CAN	Brentwood Bay, BC			1
1586	Nathan Smith	24.0	CAN	Montreal, PQ			1
1587	Terry Spurrell	60.0	CAN	Maple Ridge BC			1
1588	Francis Bilodeau	26.0	CAN	St. Basile le Grand, QC			1
1589	Mika Hosoi	22.0	CAN	Delta, BC			1
1590	Eva Thompson	24.0	CAN	Calgary, AB			-1
1591	Elizabeth Vince	24.0	CAN	St. Catharines, ON			-1
1592	Kyle Murdoch	23.0	CAN	Port Coquitlam, BC			-1
1593	Lucas Uchida	23.0	CAN	Toronto, ON			1
1594	Kate Sawford	40.0	CAN	Camden			-1
1595	Kimanda Jarzebiak	49.0	CAN	Victoria, BC, Canada			0
1596	Samantha Li	37.0	CAN	Calgary, AB			-1
1597	Gavin Johnson	27.0	CAN	North Vancouver			1
1598	Adrian Das	50.0	CAN	Gatineau, QC			1
1599	Olivia Wyett	24.0	CAN	Montreal, PQ			-1
1600	Jack Wyett	22.0	CAN	Toronto, ON			1
1601	Guillaume Sirois	22.0	CAN	Gatineau, QC			1
1602	Catherine Carkner	21.0	CAN	Ottawa, ON			-1
1603	Shaun Hunter	35.0	CAN	Toronto			1
1604	Jesse Taplin	33.0	CAN	Mission			1
1605	Kristina Jellema	30.0	CAN	Perth, ON			-1
1606	Jake Tiger	30.0	CAN	Toronto			1
1607	Julien Bourassa-Moreau	31.0	CAN	Montreal			1
1608	Andrew Wilson	50.0	CAN	North Vancouver			1
1609	Malek Taleb	43.0	CAN	Kingston			1
1610	Hayden Jones	22.0	CAN	Coquitlam			1
1611	Dylan Saffery	22.0	CAN	Guelph			1
1612	Manh Ellis	21.0	CAN	Ottawa, ON			1
1613	Mitchell Haight	20.0	CAN	Burlington, ON			1
1614	Zach Richardson	21.0	CAN	Burlington			1
1615	Justine McCarney	23.0	CAN	Canmore, AB			-1
1616	Sophie Buitendyk	21.0	CAN	Abbotsford, BC			-1
1617	Chloe Earle	21.0	CAN	Burnaby, BC			-1
1618	Sonja Johanson	21.0	CAN	Portland, OR			-1
1619	Bronwen Karnis	21.0	CAN	Burlington, ON			-1
1620	Teyha Rogers	22.0	CAN	Langley, BC			0
1621	Will Johnson	40.0	CAN	Toronto, Ontario			1
1622	Kin Wah Lai	35.0	CAN	Richmond, B.C.			0
1623	Lia Wieckowski	24.0	CAN	Oakville, Ontario			-1
1624	Scott Williams	35.0	CAN	Port Coquitlam, BC			1
1625	Annie Chouinard	42.0	CAN	Sherbrooke, QC			-1
1626	Tosh Sherkat	23.0	CAN	Squamish, BC			0
1627	Rahul Sapra	24.0	CAN	Oakville			1
1628	Roy Lemke	51.0	CAN	Kitchener			1
1629	Madison Fischer	20.0	CAN	Cambridge, Ontario			-1
1630	Paige Boklaschuk	19.0	CAN	Calgary			0
1631	Isiah Desjarlais	24.0	CAN	Victoria, British Columbia			1
1632	Spencer Hebb	21.0	CAN	Burlington, Ontario			1
1633	Matt Wright	22.0	CAN	Calgary, AB			1
1634	Aidan Doyle	20.0	CAN	Shawnigan Lake, BC			1
1635	Tyson Martino	21.0	CAN	Calgary, AB			1
1636	Manon MacKasey	21.0	CAN	Sooke, BC			-1
1637	Laurence Ethier	34.0	CAN	Quebec City			-1
1638	Eric St Onge	34.0	CAN	Oakville, Ontario			1
1639	Emilie Pellerin	32.0	CAN	Repentigny, Quebec			-1
1640	Marie-Audrey Murphy	29.0	CAN	Gatineau, Quebec			0
1641	Elina Avramova	34.0	CAN	Etobicoke			-1
1642	Dana Monteith	21.0	CAN	Burlington, ON			-1
1643	David Trudeau	21.0	CAN	Quebec City			1
1644	Victor Baudrand	19.0	CAN	Salt Lake City, Utah	175.0		1
1645	Zoe Beauchemin	22.0	CAN	Victoria, BC			-1
1646	Guy McNamee	19.0	CAN	Vancouver, BC			1
1647	Kindar McNamee	19.0	CAN	Vancouver, BC			0
1648	Aggy St-Jacques	20.0	CAN	Chelsea, QC			0
1649	Babette Roy	20.0	CAN	Montreal, QC			-1
1650	Indiana Chapman	18.0	CAN	Toronto	158.0		0
1651	Riley Galloway	18.0	CAN	Rocky View County, Alberta			1
1652	Owen Gambling	19.0	CAN	Guelph, ON			1
1653	Brennan Doyle	18.0	CAN	Shawnigan Lake, BC			1
1654	Alexandre Closset	23.0	CAN	Laval/ Ste-Dorothée			1
1655	Samuel Bouchard	21.0	CAN	Boisbriand, QC			1
1656	Sonya Colliander	18.0	CAN	Vancouver, BC			-1
1657	Neelanjay Anthwal	21.0	CAN	Oakville, Ontario			0
1658	Hugo Valence	18.0	CAN	Boucherville, QC			1
1659	Sophie Valence	20.0	CAN	Boucherville, QC			-1
1660	Zachary Mathieu	21.0	CAN	Lac Beauport, QC			1
1661	Samuel Dextraze	24.0	CAN	Gatineau, Quebec			1
1662	Stephanie Chow	19.0	CAN	West Vancouver, BC			-1
1663	Ethan Hoffman	18.0	CAN	North Vancouver, BC			1
1664	Benjamin Newman	19.0	CAN	Delta, BC			1
1665	Yinki Ying	20.0	CAN	North York, ON			0
1666	Jacob Lauzon	23.0	CAN	Chelsea, QC			1
1667	Nathaneal Tremblay	21.0	CAN	St, Isidore			0
1668	Genevieve Phipps	19.0	CAN	Deux-Montagnes			-1
1669	Lola Rabinovitch	20.0	CAN	Vancouver, BC			-1
1670	Emile Levesque	19.0	CAN	Blainville, QC			1
1671	Ethan Wyett	20.0	CAN	Toronto, Ontario			1
1672	Aurelie Huppe	19.0	CAN	Blainville, QC			-1
1673	Mateo Guitard	18.0	CAN	Kanata, ON			1
1674	Dries Di Rosa	19.0	CAN	Toronto, Ontario			1
1675	Maxim Boisvert	22.0	CAN	Terrebone			1
1676	Megan Bokenfohr	19.0	CAN	Vancouver, BC			-1
1677	Brielle Zacharias	19.0	CAN	Delta, BC			-1
1678	Thea Chapman	18.0	CAN	Montreal, QC			-1
1679	Caitlyn Williams	21.0	CAN	Saint-Basile-le-Grand			-1
1680	Patrick Labelle	30.0	CAN	Sainte-Thérèse			1
1681	Jakob Elliott	23.0	CAN	St. George, ON			1
1682	Hugo Dorval	18.0	CAN	Quebec City			1
1683	Julia Bunko	21.0	CAN	Guelph, ON			-1
1684	Alex White	20.0	CAN	Maple Ridge, BC			1
1685	Allyson Bergeron	21.0	CAN	Quebec City			-1
1686	Kye Wotton	24.0	CAN	Kitchener, Ontario			0
1687	Christian Core	47.0	CAN	Squamish, BC			1
1688	Sean Faulkner	21.0	CAN	Park City, Utah			1
1689	Beatrix Evans	21.0	CAN	Toronto, ON			-1
1690	Ivan Luo	22.0	CAN	Vancouver, BC			1
1691	Devin Wong	21.0	CAN	Boulder, Colorado			1
1692	Hunter Lastiwka	20.0	CAN	Saanichton, BC			1
1693	Alexis Binder	18.0	CAN	Abbotsford, BC			1
1694	Emi Takashiba	17.0	CAN	North Vancouver			-1
1695	Mateja Vukojevic	18.0	CAN	Hamilton, Ont			-1
1696	TJ Foley	17.0	CAN	Kimberley, BC			0
1697	Jaxson MacDonald	18.0	CAN	Port Coquitlam, BC			1
1698	Jeff Thomson	61.0	CAN	Vancouver, BC			1
1699	Len Chong	48.0	CAN	Vancouver, BC			1
1700	B. C. Haney		USA				0
1701	Chris Bloch	50.0	USA	San Francisco			1
1702	Cary Carmichael	42.0	USA	Sacinas			1
1703	Doug Englekirk	60.0	USA	Mammoth Lakes, California			1
1704	Dale Goddard		USA				1
1705	Kenny Matys		USA				1
1706	Sydney McNair	35.0	USA	Mukitteo			1
1707	Daniel Woods	32.0	USA	Longmont			1
1708	Meagan Martin	32.0	USA	Lake Mary			-1
1709	Carlo Traversi	33.0	USA	Boulder			1
1710	Alex Puccio	32.0	USA	McKinney			1
1711	Brian Antheunisse	30.0	USA	Rowlett			1
1712	Sasha DiGiulian	29.0	USA	Alexandria, VA			1
1713	Josh Levin	28.0	USA	Sunnyvale, CA			1
1714	Sierra Blair-Coyle	28.0	USA	Scottsdale, AZ			-1
1715	Meg Coyne	31.0	USA	Salt Lake City			-1
1716	Kyle Owen	31.0	USA	Upland			-1
1717	Cicada Jenerik	28.0	USA	SAn Francisco			0
1718	Michaela Kiersch	27.0	USA	Chicago			-1
1719	Suzu Jeffery	29.0	USA	Manhattan Beach			0
1720	Matt Londrey	31.0	USA	Richmond			1
1721	Andrew Lamb	27.0	USA	Lexington			1
1722	Alex Fritz	28.0	USA	Bothell			1
1723	Noah Ridge	28.0	USA	minneapolis			1
1724	Delaney Miller	27.0	USA	Frisco			-1
1725	Joseph Gifford	27.0	USA	Austin			1
1726	Audrey Sniezek	50.0	USA	Bellevue			-1
1727	Danielle Rogan	26.0	USA	Fairview			-1
1728	Zoe Steinberg	25.0	USA	Ramsey			-1
1729	Nicholas Milburn	27.0	USA	MAgnolia			1
1730	Thomas Pitzel	26.0	USA	Alpharetta			1
1731	Collier Skinn	26.0	USA	Austin			0
1732	Nicholas Picarella	26.0	USA	Exton			1
1733	Molly Gaynor	27.0	USA	HArtsdale			-1
1734	Kerry Scott	25.0	USA	Potomac			-1
1735	Josh Larson	36.0	USA	South Salt Lake			1
1736	Austin Geiman	35.0	USA	colorado Springs			1
1737	Lila Neahring	28.0	USA	Salem			-1
1738	Kayla Lieuw	25.0	USA	Potomac			-1
1739	Marisa Romero	24.0	USA	Frisco			-1
1740	Katherine Lamb	24.0	USA	Lexington			-1
1741	Sean Bailey	25.0	USA	Shoreline	163.0		1
1742	Solomon Barth	24.0	USA	Collegeville			1
1743	BenIsaac Tresco	25.0	USA	Sandy			0
1744	Brendan Mitchell	24.0	USA	Argyle			1
1745	Michael O'Rourke	27.0	USA	Boulder			1
1746	Vasya Vorotnikov	34.0	USA	Newark			-1
1747	Ronald Dickson	34.0	USA	Orlando			1
1748	Cole Skinner	24.0	USA	Ankeny			1
1749	Jesse Grupper	25.0	USA	Upper Montclair			1
1750	Kyra Condie	25.0	USA	Shoreview	162.0		-1
1751	Claire Buhrfeind	23.0	USA	Plano			-1
1752	Grace McKeehan	23.0	USA	Frisco			-1
1753	Margo Hayes	24.0	USA	Boulder			-1
1754	John Brosler	25.0	USA	Plano	179.0		1
1755	Michael Retoff	23.0	USA	Plano			1
1756	Connor Everton	25.0	USA	Lafayette			1
1757	Claire Bresnan	24.0	USA	Chevy Chase			-1
1758	Benjamin Hanna	23.0	USA	Santa Fe			1
1759	Martin Kuhnel	24.0	USA	Scottsdale			1
1760	Hannah Tolson	24.0	USA	Scottsdale			-1
1761	Erica Meister	23.0	USA	Novi			-1
1762	Bimini Horstmann	23.0	USA	Newton			0
1763	Audrey Miller	22.0	USA	Decatur			-1
1764	Jenna Wang	23.0	USA	Reno			-1
1765	Melina Costanza	22.0	USA	Seattle			-1
1766	Max Hammer	23.0	USA	Ann Arbor			1
1767	Nicholas Romero	23.0	USA	Frisco			1
1768	Megan Mascarenas	24.0	USA	Colorado Springs			-1
1769	Lisa Chulich	29.0	USA	Tenino			-1
1770	Peter Dixon	35.0	USA	Ashland			1
1771	Claudiu Vidulescu	48.0	USA	Atlanta			1
1772	Kai Lightner	22.0	USA	Lafayette			1
1773	Rudolph Ruana	22.0	USA	Redmond			1
1774	Brian Huang	24.0	USA	Tallahassee			1
1775	Sidney Trinidad	23.0	USA	Seattle			1
1776	Shane Messer	36.0	USA	Worcester			1
1777	Joel Zerr	37.0	USA	Boulder			1
1778	Nathaniel Coleman	25.0	USA	Murray	182.0		1
1779	Maureen Beck	35.0	USA	Arvada			-1
1780	Jillian Bukoski	29.0	USA	Oceanside			-1
1781	Bonnie Denis	44.0	USA	MEdford			-1
1782	William Lowary	36.0	USA	McDonough			1
1783	Wendy Ong	40.0	USA	Somerville			-1
1784	Adam Payne	51.0	USA	New York			1
1785	Connor King	25.0	USA	Decatur			1
1786	Amanda Wooten	23.0	USA	Lawrenceville			-1
1787	Jordan Romig	27.0	USA	Dana POint			1
1788	Austin Hansel	23.0	USA	South Weber			1
1789	Gentry Cole	23.0	USA	Argyle			0
1790	Lucas Kepl	21.0	USA	Tacoma			1
1791	Kim Mitchell	46.0	USA	Argyle			-1
1792	Lily Canavan	23.0	USA	Newton			-1
1793	Brett Walker	23.0	USA	Portland			1
1794	Shawn Raboutou	23.0	USA	Boulder			1
1795	Peter Erard	32.0	USA	Denver			1
1796	Christopher Smith	36.0	USA	Colorado Spring			1
1797	Lauren Bair	20.0	USA	Flower Mound			-1
1798	Noah Bratschi	21.0	USA	Potomac	184.0	194.0	1
1799	Dalton Bunker	25.0	USA	Orem			1
1800	Joseph Diaz	25.0	USA	Granite Bay			1
1801	Joe Goodacre	21.0	USA	Boulder			1
1802	Clay Gordon	20.0	USA	Scottsdale			1
1803	Natalia Grossman	20.0	USA	Boulder	162.0		-1
1804	Justin Hall	21.0	USA	Santa Rosa			1
1805	Arabella Jariel	20.0	USA	Herndon			-1
1806	Raffaele Leo	24.0	USA	Newton			1
1807	Ariana Mathews	21.0	USA	Newton			-1
1808	Maddy Morris	24.0	USA	Houston			-1
1809	Luke Muehring	24.0	USA	Atlanta			1
1810	Victoria Perkins	24.0	USA	Alpharetta			-1
1811	Brooke Raboutou	20.0	USA	Boulder	158.0		-1
1812	Ashima Shiraishi	21.0	USA	New York	155.0		-1
1813	Bobby Taft - Pittman	22.0	USA	Longwood			1
1814	Devin Wong	21.0	USA	Boulder			1
1815	Meghan McDonald	39.0	USA	New Rochelle			-1
1816	Tyson Schoene	45.0	USA	Seattle			1
1817	Juliana Price	24.0	USA	Colorado Springs			-1
1818	Sarah Pearce	24.0	USA	San Gabriel			-1
1819	Will Anglin	33.0	USA	Goldern			1
1820	Palmer Larsen	26.0	USA	Salt Lake City			1
1821	Alex Pearlstein	23.0	USA	Bryn Mawr			1
1822	Jonathon Gonzalez	30.0	USA	Fontana			1
1823	Tristan Chen	25.0	USA	Concord			1
1824	Maya Madere	23.0	USA	Austin	168.0		-1
1825	Emily Ziffer	30.0	USA	Denver			-1
1826	Molly Rennie	37.0	USA	Albuquerque			-1
1827	Ahmed Toure	31.0	USA	Southlake			1
1828	Jessica Sporte	34.0	USA	Denver			-1
1829	Kareemah Batts	40.0	USA	brooklyn			0
1830	Molly Ferris	30.0	USA	Chicago			-1
1831	Esha Mehta	32.0	USA	Boulder			-1
1832	Jasmine Raskas	28.0	USA	St. Louis			-1
1833	Amy Mullins	23.0	USA	Alpharetta			-1
1834	Ian Vallejo	23.0	USA	Skokie			1
1835	Colin Torpey	31.0	USA	Kennesaw			1
1836	James Scheri	37.0	USA	Denver			1
1837	Bill Casson	33.0	USA	Denver	175.0	175.0	1
1838	Nathaniel Woogen	29.0	USA	Chicago			1
1839	Shawn Sturgis	35.0	USA	Chicago			1
1840	Andrew Lee	12.0	USA	San Jose			1
1841	Denver La Mont	24.0	USA	Ashland			1
1842	Julia Talbot	22.0	USA	Florence			-1
1843	Michael Finn-Henry	22.0	USA	Boston	193.0	200.0	1
1844	Andrew Chao	36.0	USA	Bloomfield			1
1845	Phillip Kaminski	33.0	USA	Bloomfield			1
1846	Brett Mueller	32.0	USA	Edwards			1
1847	Kristina Ericson	27.0	USA	Brooklyn			-1
1848	Steve Boliek	24.0	USA	Chicago			1
1849	Jennifer Gold	30.0	USA	El cajon			-1
1850	Stephanie Chen	44.0	USA	Boulder			-1
1851	Bob Mullilns	58.0	USA	Alpharetta			1
1852	Nathan Price	28.0	USA	Durango			1
1853	Popowski Danny	28.0	USA	Monkton			0
1854	Christopher Worsdale	26.0	USA	Avon			1
1855	Remi Arata	25.0	USA	Boulder			1
1856	John Wilder	25.0	USA	Charlotte			1
1857	Samuel Daulton	29.0	USA	Chicago			1
1858	Benjamin Roa	24.0	USA	Salt Lake City			1
1859	Amos Lee	28.0	USA	Bridgewater			1
1860	Casey Elliott	26.0	USA	Salt Lake City			0
1862	Jennifer Knall	30.0	USA	Sunnyvale			-1
1863	Julianna Jimreivat	27.0	USA	Washington			-1
1864	Mikayla Tougas	23.0	USA	Greenfield Center			-1
1865	Anne Kavalerchik	27.0	USA	Fair Lawn			-1
1866	Cara Wiebalk	26.0	USA	Trenton Falls			-1
1867	Gabrielle Tourtellotte	25.0	USA	Hemdon	177.0		-1
1868	Angela Stroud	26.0	USA	Westminster			-1
1869	Jennifer de la Torre	33.0	USA	Glendale			-1
1870	Sienna Kopf	19.0	USA	Golden	174.0		-1
1871	Ross Fulkerson	21.0	USA	Portola Valley	183.0		1
1872	Georgia Bank	21.0	USA	Brooklyn			-1
1873	Sam Struthers	22.0	USA	Saint Paul			1
1874	Megan Lynch	23.0	USA	Rockville	167.0	167.0	-1
1875	Charles Barron	23.0	USA	Billings			1
1876	Carlos Peralta	23.0	USA	Portland			1
1877	Sami Singleton	19.0	USA	Salt Lake City			1
1878	Jenny Jiang	20.0	USA	Reno			-1
1879	Devin Hammonds	20.0	USA	Roy			1
1880	Zachary Wilson	20.0	USA	Lehi			1
1881	Sophia Kwon	22.0	USA	Plano			-1
1882	Joseph Catama	22.0	USA	Thousand Oaks			1
1883	Nathan Withey	24.0	USA	Huntington Beach			1
1884	Riley Ogier	21.0	USA	Atlanta			1
1885	Luke Rodley	20.0	USA	San Diego			1
1886	Joshua Muehring	20.0	USA	Atlanta			1
1887	Griffin Barros-King	20.0	USA	Sylvania			1
1888	Piper Kelly	22.0	USA	Indianapolis			-1
1889	Bryce Hidding	22.0	USA	Marietta			1
1890	Benjamin  Hammer	23.0	USA	Decatur			1
1891	Nicholas Strong	25.0	USA	Edmond			1
1892	Zack DiCristino	45.0	USA	Vail			1
1893	Charlie Schreiber	28.0	USA	Woodcliff Lake			1
1894	Chauncey Carroll	30.0	USA	Colorado Springs			1
1895	Alexis Mascarenas	29.0	USA	Colorado Springs			1
1896	Ryan Copeland	28.0	USA	Atlanta			1
1897	Kyle Struthers	23.0	USA	Saint Paul			-1
1898	Isabel Gifford	22.0	USA	Austin	170.0		-1
1899	Laurel Melton	23.0	USA	Clearemont			-1
1900	Dominick Spernaza	27.0	USA	Helena			1
1901	Lesley Ladlad	39.0	USA	Chicago			0
1902	Alexandra Kiefus	22.0	USA	Scottsdale			-1
1903	Isabel Barrientos	21.0	USA	Golden Valley			-1
1904	Laili Couper	21.0	USA	Everett			-1
1905	Caroline Brody	20.0	USA	Bethesda			-1
1906	Simon Hibbeler	23.0	USA	Boulder			1
1907	Grace DiGiorgio	20.0	USA	Arlington			-1
1908	Merritt Ernsberger	22.0	USA	Norman	173.0		1
1909	Emerson  Nairon	22.0	USA	Grapevine			1
